datetime,dewptAvg,dewptHigh,dewptLow,heatindexAvg,heatindexHigh,heatindexLow,precipRate,precipTotal,pressureMax,pressureMin,pressureTrend,tempAvg,tempHigh,tempLow,windchillAvg,windchillHigh,windchillLow,windgustAvg,windgustHigh,windgustLow,windspeedAvg,windspeedHigh,windspeedLow
2019-08-18 00:00:04,39.7,39.7,39.7,74.7,74.7,74.7,0.0,0.0,29.59,29.59,,76.1,76.1,76.1,76.1,76.1,76.1,8.0,8.0,8.0,3.0,3.0,3.0
2019-08-18 00:15:02,39.8,39.8,39.8,72.6,72.6,72.6,0.0,0.0,29.59,29.59,,74.1,74.1,74.1,74.1,74.1,74.1,4.0,4.0,4.0,1.0,1.0,1.0
2019-08-18 00:30:02,39.7,39.7,39.7,74.7,74.7,74.7,0.0,0.0,29.59,29.59,,76.1,76.1,76.1,76.1,76.1,76.1,9.0,9.0,9.0,5.0,5.0,5.0
2019-08-18 00:45:02,39.9,39.9,39.9,73.8,73.8,73.8,0.0,0.0,29.59,29.59,,75.3,75.3,75.3,75.3,75.3,75.3,9.0,9.0,9.0,2.0,2.0,2.0
2019-08-18 01:00:02,39.5,39.5,39.5,71.2,71.2,71.2,0.0,0.0,29.59,29.59,,72.8,72.8,72.8,72.8,72.8,72.8,6.0,6.0,6.0,2.0,2.0,2.0
2019-08-18 01:15:02,39.1,39.1,39.1,69.6,69.6,69.6,0.0,0.0,29.59,29.59,,71.3,71.3,71.3,71.3,71.3,71.3,7.0,7.0,7.0,2.0,2.0,2.0
2019-08-18 01:30:02,39.2,39.2,39.2,69.7,69.7,69.7,0.0,0.0,29.59,29.59,,71.4,71.4,71.4,71.4,71.4,71.4,7.0,7.0,7.0,2.0,2.0,2.0
2019-08-18 01:45:02,39.8,39.8,39.8,70.5,70.5,70.5,0.0,0.0,29.59,29.59,,72.1,72.1,72.1,72.1,72.1,72.1,6.0,6.0,6.0,1.0,1.0,1.0
2019-08-18 02:00:02,39.7,39.7,39.7,69.4,69.4,69.4,0.0,0.0,29.59,29.59,,71.1,71.1,71.1,71.1,71.1,71.1,6.0,6.0,6.0,1.0,1.0,1.0
2019-08-18 02:15:02,39.3,39.3,39.3,68.9,68.9,68.9,0.0,0.0,29.59,29.59,,70.6,70.6,70.6,70.6,70.6,70.6,6.0,6.0,6.0,2.0,2.0,2.0
2019-08-18 02:30:02,39.6,39.6,39.6,69.2,69.2,69.2,0.0,0.0,29.59,29.59,,70.9,70.9,70.9,70.9,70.9,70.9,7.0,7.0,7.0,3.0,3.0,3.0
2019-08-18 02:45:02,38.8,38.8,38.8,68.2,68.2,68.2,0.0,0.0,29.6,29.6,,70.0,70.0,70.0,70.0,70.0,70.0,7.0,7.0,7.0,4.0,4.0,4.0
2019-08-18 03:00:02,38.9,38.9,38.9,69.2,69.2,69.2,0.0,0.0,29.6,29.6,,69.2,69.2,69.2,69.2,69.2,69.2,6.0,6.0,6.0,2.0,2.0,2.0
2019-08-18 03:15:02,39.3,39.3,39.3,68.8,68.8,68.8,0.0,0.0,29.6,29.6,,68.8,68.8,68.8,68.8,68.8,68.8,5.0,5.0,5.0,2.0,2.0,2.0
2019-08-18 03:30:02,39.3,39.3,39.3,68.8,68.8,68.8,0.0,0.0,29.61,29.61,,68.8,68.8,68.8,68.8,68.8,68.8,6.0,6.0,6.0,2.0,2.0,2.0
2019-08-18 03:45:02,39.4,39.4,39.4,69.0,69.0,69.0,0.0,0.0,29.61,29.61,,69.0,69.0,69.0,69.0,69.0,69.0,8.0,8.0,8.0,3.0,3.0,3.0
2019-08-18 04:00:02,40.2,40.2,40.2,69.8,69.8,69.8,0.0,0.0,29.61,29.61,,69.8,69.8,69.8,69.8,69.8,69.8,9.0,9.0,9.0,4.0,4.0,4.0
2019-08-18 04:15:02,39.7,39.7,39.7,68.5,68.5,68.5,0.0,0.0,29.61,29.61,,70.2,70.2,70.2,70.2,70.2,70.2,8.0,8.0,8.0,3.0,3.0,3.0
2019-08-18 04:30:02,39.9,39.9,39.9,68.7,68.7,68.7,0.0,0.0,29.61,29.61,,70.4,70.4,70.4,70.4,70.4,70.4,8.0,8.0,8.0,4.0,4.0,4.0
2019-08-18 04:45:02,40.6,40.6,40.6,68.6,68.6,68.6,0.0,0.0,29.61,29.61,,70.3,70.3,70.3,70.3,70.3,70.3,9.0,9.0,9.0,4.0,4.0,4.0
2019-08-18 05:00:02,41.1,41.1,41.1,68.3,68.3,68.3,0.0,0.0,29.61,29.61,,70.0,70.0,70.0,70.0,70.0,70.0,9.0,9.0,9.0,3.0,3.0,3.0
2019-08-18 05:15:02,40.8,40.8,40.8,69.7,69.7,69.7,0.0,0.0,29.61,29.61,,69.7,69.7,69.7,69.7,69.7,69.7,10.0,10.0,10.0,4.0,4.0,4.0
2019-08-18 05:30:02,40.3,40.3,40.3,69.1,69.1,69.1,0.0,0.0,29.62,29.62,,69.1,69.1,69.1,69.1,69.1,69.1,8.0,8.0,8.0,4.0,4.0,4.0
2019-08-18 05:45:01,38.8,38.8,38.8,67.4,67.4,67.4,0.0,0.0,29.62,29.62,,67.4,67.4,67.4,67.4,67.4,67.4,6.0,6.0,6.0,3.0,3.0,3.0
2019-08-18 06:00:01,38.3,38.3,38.3,65.2,65.2,65.2,0.0,0.0,29.62,29.62,,65.2,65.2,65.2,65.2,65.2,65.2,7.0,7.0,7.0,4.0,4.0,4.0
2019-08-18 06:15:01,38.1,38.1,38.1,63.5,63.5,63.5,0.0,0.0,29.62,29.62,,63.5,63.5,63.5,63.5,63.5,63.5,5.0,5.0,5.0,3.0,3.0,3.0
2019-08-18 06:30:02,39.4,39.4,39.4,62.2,62.2,62.2,0.0,0.0,29.63,29.63,,62.2,62.2,62.2,62.2,62.2,62.2,5.0,5.0,5.0,2.0,2.0,2.0
2019-08-18 06:45:02,40.2,40.2,40.2,61.8,61.8,61.8,0.0,0.0,29.63,29.63,,61.8,61.8,61.8,61.8,61.8,61.8,5.0,5.0,5.0,2.0,2.0,2.0
2019-08-18 07:00:02,39.8,39.8,39.8,62.6,62.6,62.6,0.0,0.0,29.64,29.64,,62.6,62.6,62.6,62.6,62.6,62.6,5.0,5.0,5.0,2.0,2.0,2.0
2019-08-18 07:15:02,40.0,40.0,40.0,64.2,64.2,64.2,0.0,0.0,29.64,29.64,,64.2,64.2,64.2,64.2,64.2,64.2,6.0,6.0,6.0,2.0,2.0,2.0
2019-08-18 07:30:02,40.7,40.7,40.7,66.4,66.4,66.4,0.0,0.0,29.64,29.64,,66.4,66.4,66.4,66.4,66.4,66.4,7.0,7.0,7.0,2.0,2.0,2.0
2019-08-18 07:45:02,41.5,41.5,41.5,68.9,68.9,68.9,0.0,0.0,29.64,29.64,,68.9,68.9,68.9,68.9,68.9,68.9,7.0,7.0,7.0,3.0,3.0,3.0
2019-08-18 08:00:02,41.6,41.6,41.6,69.9,69.9,69.9,0.0,0.0,29.64,29.64,,71.5,71.5,71.5,71.5,71.5,71.5,7.0,7.0,7.0,5.0,5.0,5.0
2019-08-18 08:15:02,41.3,41.3,41.3,72.3,72.3,72.3,0.0,0.0,29.64,29.64,,73.8,73.8,73.8,73.8,73.8,73.8,8.0,8.0,8.0,5.0,5.0,5.0
2019-08-18 08:30:02,41.7,41.7,41.7,73.9,73.9,73.9,0.0,0.0,29.64,29.64,,75.3,75.3,75.3,75.3,75.3,75.3,8.0,8.0,8.0,4.0,4.0,4.0
2019-08-18 08:45:02,41.6,41.6,41.6,76.0,76.0,76.0,0.0,0.0,29.64,29.64,,77.3,77.3,77.3,77.3,77.3,77.3,8.0,8.0,8.0,3.0,3.0,3.0
2019-08-18 09:00:02,40.7,40.7,40.7,77.3,77.3,77.3,0.0,0.0,29.64,29.64,,78.5,78.5,78.5,78.5,78.5,78.5,10.0,10.0,10.0,5.0,5.0,5.0
2019-08-18 09:15:02,41.3,41.3,41.3,76.8,76.8,76.8,0.0,0.0,29.64,29.64,,78.0,78.0,78.0,78.0,78.0,78.0,10.0,10.0,10.0,5.0,5.0,5.0
2019-08-18 09:30:02,41.5,41.5,41.5,78.3,78.3,78.3,0.0,0.0,29.64,29.64,,79.4,79.4,79.4,79.4,79.4,79.4,8.0,8.0,8.0,4.0,4.0,4.0
2019-08-18 09:45:02,41.9,41.9,41.9,78.8,78.8,78.8,0.0,0.0,29.64,29.64,,79.9,79.9,79.9,79.9,79.9,79.9,9.0,9.0,9.0,4.0,4.0,4.0
2019-08-18 10:00:02,41.0,41.0,41.0,79.6,79.6,79.6,0.0,0.0,29.64,29.64,,81.3,81.3,81.3,81.3,81.3,81.3,10.0,10.0,10.0,5.0,5.0,5.0
2019-08-18 10:15:02,40.0,40.0,40.0,80.4,80.4,80.4,0.0,0.0,29.64,29.64,,82.7,82.7,82.7,82.7,82.7,82.7,11.0,11.0,11.0,5.0,5.0,5.0
2019-08-18 10:30:02,38.9,38.9,38.9,81.5,81.5,81.5,0.0,0.0,29.64,29.64,,84.3,84.3,84.3,84.3,84.3,84.3,9.0,9.0,9.0,5.0,5.0,5.0
2019-08-18 10:45:02,39.4,39.4,39.4,82.0,82.0,82.0,0.0,0.0,29.63,29.63,,85.0,85.0,85.0,85.0,85.0,85.0,10.0,10.0,10.0,4.0,4.0,4.0
2019-08-18 11:00:02,35.2,35.2,35.2,83.3,83.3,83.3,0.0,0.0,29.63,29.63,,86.8,86.8,86.8,86.8,86.8,86.8,11.0,11.0,11.0,5.0,5.0,5.0
2019-08-18 11:15:02,37.1,37.1,37.1,83.7,83.7,83.7,0.0,0.0,29.63,29.63,,87.2,87.2,87.2,87.2,87.2,87.2,13.0,13.0,13.0,6.0,6.0,6.0
2019-08-18 11:30:02,34.3,34.3,34.3,84.0,84.0,84.0,0.0,0.0,29.63,29.63,,87.7,87.7,87.7,87.7,87.7,87.7,15.0,15.0,15.0,5.0,5.0,5.0
2019-08-18 11:45:02,35.1,35.1,35.1,84.9,84.9,84.9,0.0,0.0,29.62,29.62,,88.7,88.7,88.7,88.7,88.7,88.7,11.0,11.0,11.0,5.0,5.0,5.0
2019-08-18 12:00:02,35.0,35.0,35.0,84.8,84.8,84.8,0.0,0.0,29.62,29.62,,88.6,88.6,88.6,88.6,88.6,88.6,10.0,10.0,10.0,4.0,4.0,4.0
2019-08-18 12:15:02,34.9,34.9,34.9,84.7,84.7,84.7,0.0,0.0,29.62,29.62,,88.5,88.5,88.5,88.5,88.5,88.5,13.0,13.0,13.0,6.0,6.0,6.0
2019-08-18 12:30:02,38.1,38.1,38.1,86.4,86.4,86.4,0.0,0.0,29.61,29.61,,90.4,90.4,90.4,90.4,90.4,90.4,12.0,12.0,12.0,5.0,5.0,5.0
2019-08-18 12:45:02,38.2,38.2,38.2,86.5,86.5,86.5,0.0,0.0,29.61,29.61,,90.5,90.5,90.5,90.5,90.5,90.5,12.0,12.0,12.0,4.0,4.0,4.0
2019-08-18 13:00:02,35.2,35.2,35.2,86.8,86.8,86.8,0.0,0.0,29.6,29.6,,91.0,91.0,91.0,91.0,91.0,91.0,12.0,12.0,12.0,6.0,6.0,6.0
2019-08-18 13:15:02,35.7,35.7,35.7,87.4,87.4,87.4,0.0,0.0,29.6,29.6,,91.7,91.7,91.7,91.7,91.7,91.7,15.0,15.0,15.0,6.0,6.0,6.0
2019-08-18 13:30:02,34.6,34.6,34.6,88.2,88.2,88.2,0.0,0.0,29.59,29.59,,92.6,92.6,92.6,92.6,92.6,92.6,16.0,16.0,16.0,4.0,4.0,4.0
2019-08-18 13:45:01,34.4,34.4,34.4,88.0,88.0,88.0,0.0,0.0,29.58,29.58,,92.4,92.4,92.4,92.4,92.4,92.4,11.0,11.0,11.0,5.0,5.0,5.0
2019-08-18 14:00:02,34.8,34.8,34.8,88.5,88.5,88.5,0.0,0.0,29.58,29.58,,92.9,92.9,92.9,92.9,92.9,92.9,14.0,14.0,14.0,7.0,7.0,7.0
2019-08-18 14:15:02,33.4,33.4,33.4,88.9,88.9,88.9,0.0,0.0,29.57,29.57,,93.7,93.7,93.7,93.7,93.7,93.7,13.0,13.0,13.0,6.0,6.0,6.0
2019-08-18 14:30:02,35.6,35.6,35.6,89.4,89.4,89.4,0.0,0.0,29.56,29.56,,93.9,93.9,93.9,93.9,93.9,93.9,14.0,14.0,14.0,7.0,7.0,7.0
2019-08-18 14:45:02,35.8,35.8,35.8,89.7,89.7,89.7,0.0,0.0,29.56,29.56,,94.2,94.2,94.2,94.2,94.2,94.2,22.0,22.0,22.0,7.0,7.0,7.0
2019-08-18 15:00:02,34.3,34.3,34.3,89.9,89.9,89.9,0.0,0.0,29.55,29.55,,94.8,94.8,94.8,94.8,94.8,94.8,18.0,18.0,18.0,8.0,8.0,8.0
2019-08-18 15:15:02,30.3,30.3,30.3,90.0,90.0,90.0,0.0,0.0,29.54,29.54,,95.6,95.6,95.6,95.6,95.6,95.6,21.0,21.0,21.0,9.0,9.0,9.0
2019-08-18 15:30:02,30.6,30.6,30.6,90.3,90.3,90.3,0.0,0.0,29.54,29.54,,95.9,95.9,95.9,95.9,95.9,95.9,19.0,19.0,19.0,9.0,9.0,9.0
2019-08-18 15:45:02,32.4,32.4,32.4,89.9,89.9,89.9,0.0,0.0,29.54,29.54,,95.2,95.2,95.2,95.2,95.2,95.2,19.0,19.0,19.0,9.0,9.0,9.0
2019-08-18 16:00:02,32.5,32.5,32.5,90.0,90.0,90.0,0.0,0.0,29.53,29.53,,95.3,95.3,95.3,95.3,95.3,95.3,18.0,18.0,18.0,9.0,9.0,9.0
2019-08-18 16:15:02,32.6,32.6,32.6,90.1,90.1,90.1,0.0,0.0,29.53,29.53,,95.4,95.4,95.4,95.4,95.4,95.4,22.0,22.0,22.0,9.0,9.0,9.0
2019-08-18 16:30:02,32.3,32.3,32.3,89.8,89.8,89.8,0.0,0.0,29.53,29.53,,95.0,95.0,95.0,95.0,95.0,95.0,20.0,20.0,20.0,9.0,9.0,9.0
2019-08-18 16:45:02,35.0,35.0,35.0,90.7,90.7,90.7,0.0,0.0,29.53,29.53,,95.7,95.7,95.7,95.7,95.7,95.7,19.0,19.0,19.0,7.0,7.0,7.0
2019-08-18 17:00:02,36.4,36.4,36.4,90.3,90.3,90.3,0.0,0.0,29.52,29.52,,94.9,94.9,94.9,94.9,94.9,94.9,19.0,19.0,19.0,7.0,7.0,7.0
2019-08-18 17:15:02,36.4,36.4,36.4,90.3,90.3,90.3,0.0,0.0,29.52,29.52,,94.9,94.9,94.9,94.9,94.9,94.9,19.0,19.0,19.0,6.0,6.0,6.0
2019-08-18 17:30:02,38.3,38.3,38.3,90.4,90.4,90.4,0.0,0.0,29.52,29.52,,94.9,94.9,94.9,94.9,94.9,94.9,14.0,14.0,14.0,7.0,7.0,7.0
2019-08-18 17:45:02,37.5,37.5,37.5,89.5,89.5,89.5,0.0,0.0,29.52,29.52,,93.9,93.9,93.9,93.9,93.9,93.9,16.0,16.0,16.0,6.0,6.0,6.0
2019-08-18 18:00:02,36.9,36.9,36.9,88.8,88.8,88.8,0.0,0.0,29.51,29.51,,93.2,93.2,93.2,93.2,93.2,93.2,14.0,14.0,14.0,7.0,7.0,7.0
2019-08-18 18:15:02,36.6,36.6,36.6,88.4,88.4,88.4,0.0,0.0,29.51,29.51,,92.8,92.8,92.8,92.8,92.8,92.8,15.0,15.0,15.0,7.0,7.0,7.0
2019-08-18 18:30:02,37.5,37.5,37.5,87.5,87.5,87.5,0.0,0.0,29.51,29.51,,91.7,91.7,91.7,91.7,91.7,91.7,21.0,21.0,21.0,8.0,8.0,8.0
2019-08-18 18:45:02,37.1,37.1,37.1,87.0,87.0,87.0,0.0,0.0,29.51,29.51,,91.2,91.2,91.2,91.2,91.2,91.2,15.0,15.0,15.0,7.0,7.0,7.0
2019-08-18 19:00:02,35.9,35.9,35.9,85.7,85.7,85.7,0.0,0.0,29.52,29.52,,89.7,89.7,89.7,89.7,89.7,89.7,18.0,18.0,18.0,7.0,7.0,7.0
2019-08-18 19:15:02,33.4,33.4,33.4,84.9,84.9,84.9,0.0,0.0,29.52,29.52,,88.8,88.8,88.8,88.8,88.8,88.8,15.0,15.0,15.0,7.0,7.0,7.0
2019-08-18 19:30:02,34.4,34.4,34.4,84.1,84.1,84.1,0.0,0.0,29.52,29.52,,87.8,87.8,87.8,87.8,87.8,87.8,15.0,15.0,15.0,7.0,7.0,7.0
2019-08-18 19:45:01,37.2,37.2,37.2,83.8,83.8,83.8,0.0,0.0,29.53,29.53,,87.4,87.4,87.4,87.4,87.4,87.4,21.0,21.0,21.0,10.0,10.0,10.0
2019-08-18 20:00:02,38.7,38.7,38.7,82.5,82.5,82.5,0.0,0.0,29.53,29.53,,85.7,85.7,85.7,85.7,85.7,85.7,14.0,14.0,14.0,6.0,6.0,6.0
2019-08-18 20:15:02,39.2,39.2,39.2,81.8,81.8,81.8,0.0,0.0,29.54,29.54,,84.7,84.7,84.7,84.7,84.7,84.7,15.0,15.0,15.0,7.0,7.0,7.0
2019-08-18 20:30:02,38.8,38.8,38.8,81.4,81.4,81.4,0.0,0.0,29.54,29.54,,84.2,84.2,84.2,84.2,84.2,84.2,18.0,18.0,18.0,9.0,9.0,9.0
2019-08-18 20:45:02,37.3,37.3,37.3,81.2,81.2,81.2,0.0,0.0,29.55,29.55,,84.0,84.0,84.0,84.0,84.0,84.0,23.0,23.0,23.0,13.0,13.0,13.0
2019-08-18 21:00:02,38.1,38.1,38.1,80.8,80.8,80.8,0.0,0.0,29.56,29.56,,83.4,83.4,83.4,83.4,83.4,83.4,30.0,30.0,30.0,15.0,15.0,15.0
2019-08-18 21:15:02,41.6,41.6,41.6,80.0,80.0,80.0,0.0,0.0,29.56,29.56,,81.9,81.9,81.9,81.9,81.9,81.9,26.0,26.0,26.0,12.0,12.0,12.0
2019-08-18 21:30:02,41.9,41.9,41.9,79.5,79.5,79.5,0.0,0.0,29.57,29.57,,81.1,81.1,81.1,81.1,81.1,81.1,25.0,25.0,25.0,14.0,14.0,14.0
2019-08-18 21:45:02,41.3,41.3,41.3,79.2,79.2,79.2,0.0,0.0,29.58,29.58,,80.3,80.3,80.3,80.3,80.3,80.3,21.0,21.0,21.0,11.0,11.0,11.0
2019-08-18 22:00:02,41.4,41.4,41.4,78.2,78.2,78.2,0.0,0.0,29.59,29.59,,79.3,79.3,79.3,79.3,79.3,79.3,18.0,18.0,18.0,8.0,8.0,8.0
2019-08-18 22:15:02,40.3,40.3,40.3,78.0,78.0,78.0,0.0,0.0,29.6,29.6,,79.2,79.2,79.2,79.2,79.2,79.2,18.0,18.0,18.0,10.0,10.0,10.0
2019-08-18 22:30:02,40.8,40.8,40.8,77.4,77.4,77.4,0.0,0.0,29.6,29.6,,78.6,78.6,78.6,78.6,78.6,78.6,16.0,16.0,16.0,8.0,8.0,8.0
2019-08-18 22:45:02,40.8,40.8,40.8,76.1,76.1,76.1,0.0,0.0,29.61,29.61,,77.4,77.4,77.4,77.4,77.4,77.4,15.0,15.0,15.0,6.0,6.0,6.0
2019-08-18 23:00:02,41.7,41.7,41.7,75.0,75.0,75.0,0.0,0.0,29.61,29.61,,76.3,76.3,76.3,76.3,76.3,76.3,14.0,14.0,14.0,7.0,7.0,7.0
2019-08-18 23:15:02,41.9,41.9,41.9,75.2,75.2,75.2,0.0,0.0,29.61,29.61,,76.5,76.5,76.5,76.5,76.5,76.5,15.0,15.0,15.0,6.0,6.0,6.0
2019-08-18 23:30:02,43.5,43.5,43.5,75.2,75.2,75.2,0.0,0.0,29.62,29.62,,76.4,76.4,76.4,76.4,76.4,76.4,19.0,19.0,19.0,8.0,8.0,8.0
2019-08-18 23:45:02,43.0,43.0,43.0,73.5,73.5,73.5,0.0,0.0,29.63,29.63,,74.8,74.8,74.8,74.8,74.8,74.8,19.0,19.0,19.0,8.0,8.0,8.0
2019-08-19 00:00:04,43.4,43.4,43.4,73.1,73.1,73.1,0.0,0.0,29.64,29.64,,74.4,74.4,74.4,74.4,74.4,74.4,18.0,18.0,18.0,11.0,11.0,11.0
2019-08-19 00:15:02,42.8,42.8,42.8,73.3,73.3,73.3,0.0,0.0,29.64,29.64,,74.6,74.6,74.6,74.6,74.6,74.6,15.0,15.0,15.0,9.0,9.0,9.0
2019-08-19 00:30:02,42.9,42.9,42.9,70.7,70.7,70.7,0.0,0.0,29.65,29.65,,72.1,72.1,72.1,72.1,72.1,72.1,10.0,10.0,10.0,8.0,8.0,8.0
2019-08-19 00:45:02,43.0,43.0,43.0,69.8,69.8,69.8,0.0,0.0,29.65,29.65,,71.3,71.3,71.3,71.3,71.3,71.3,11.0,11.0,11.0,8.0,8.0,8.0
2019-08-19 01:00:02,43.5,43.5,43.5,70.5,70.5,70.5,0.0,0.0,29.65,29.65,,71.9,71.9,71.9,71.9,71.9,71.9,10.0,10.0,10.0,7.0,7.0,7.0
2019-08-19 01:15:01,43.1,43.1,43.1,70.0,70.0,70.0,0.0,0.0,29.66,29.66,,71.5,71.5,71.5,71.5,71.5,71.5,8.0,8.0,8.0,5.0,5.0,5.0
2019-08-19 01:30:02,42.9,42.9,42.9,69.7,69.7,69.7,0.0,0.0,29.66,29.66,,71.2,71.2,71.2,71.2,71.2,71.2,9.0,9.0,9.0,6.0,6.0,6.0
2019-08-19 01:45:02,42.2,42.2,42.2,68.8,68.8,68.8,0.0,0.0,29.67,29.67,,70.4,70.4,70.4,70.4,70.4,70.4,10.0,10.0,10.0,7.0,7.0,7.0
2019-08-19 02:00:02,42.3,42.3,42.3,69.8,69.8,69.8,0.0,0.0,29.67,29.67,,69.8,69.8,69.8,69.8,69.8,69.8,11.0,11.0,11.0,8.0,8.0,8.0
2019-08-19 02:15:02,42.1,42.1,42.1,69.5,69.5,69.5,0.0,0.0,29.67,29.67,,69.5,69.5,69.5,69.5,69.5,69.5,12.0,12.0,12.0,9.0,9.0,9.0
2019-08-19 02:30:02,40.9,40.9,40.9,69.0,69.0,69.0,0.0,0.0,29.68,29.68,,69.0,69.0,69.0,69.0,69.0,69.0,12.0,12.0,12.0,8.0,8.0,8.0
2019-08-19 02:45:02,40.4,40.4,40.4,67.6,67.6,67.6,0.0,0.0,29.68,29.68,,67.6,67.6,67.6,67.6,67.6,67.6,10.0,10.0,10.0,7.0,7.0,7.0
2019-08-19 03:00:02,39.5,39.5,39.5,66.6,66.6,66.6,0.0,0.0,29.69,29.69,,66.6,66.6,66.6,66.6,66.6,66.6,10.0,10.0,10.0,5.0,5.0,5.0
2019-08-19 03:15:02,39.2,39.2,39.2,65.5,65.5,65.5,0.0,0.0,29.69,29.69,,65.5,65.5,65.5,65.5,65.5,65.5,11.0,11.0,11.0,8.0,8.0,8.0
2019-08-19 03:30:02,39.6,39.6,39.6,64.5,64.5,64.5,0.0,0.0,29.69,29.69,,64.5,64.5,64.5,64.5,64.5,64.5,10.0,10.0,10.0,8.0,8.0,8.0
2019-08-19 03:45:02,39.5,39.5,39.5,64.4,64.4,64.4,0.0,0.0,29.69,29.69,,64.4,64.4,64.4,64.4,64.4,64.4,9.0,9.0,9.0,6.0,6.0,6.0
2019-08-19 04:00:02,37.2,37.2,37.2,64.0,64.0,64.0,0.0,0.0,29.7,29.7,,64.0,64.0,64.0,64.0,64.0,64.0,10.0,10.0,10.0,7.0,7.0,7.0
2019-08-19 04:15:02,37.2,37.2,37.2,64.0,64.0,64.0,0.0,0.0,29.7,29.7,,64.0,64.0,64.0,64.0,64.0,64.0,11.0,11.0,11.0,8.0,8.0,8.0
2019-08-19 04:30:02,38.0,38.0,38.0,62.0,62.0,62.0,0.0,0.0,29.69,29.69,,62.0,62.0,62.0,62.0,62.0,62.0,10.0,10.0,10.0,7.0,7.0,7.0
2019-08-19 04:45:02,37.8,37.8,37.8,61.8,61.8,61.8,0.0,0.0,29.7,29.7,,61.8,61.8,61.8,61.8,61.8,61.8,7.0,7.0,7.0,4.0,4.0,4.0
2019-08-19 05:00:02,38.3,38.3,38.3,61.6,61.6,61.6,0.0,0.0,29.7,29.7,,61.6,61.6,61.6,61.6,61.6,61.6,7.0,7.0,7.0,3.0,3.0,3.0
2019-08-19 05:15:02,37.1,37.1,37.1,61.0,61.0,61.0,0.0,0.0,29.7,29.7,,61.0,61.0,61.0,61.0,61.0,61.0,6.0,6.0,6.0,4.0,4.0,4.0
2019-08-19 05:30:02,38.1,38.1,38.1,60.8,60.8,60.8,0.0,0.0,29.71,29.71,,60.8,60.8,60.8,60.8,60.8,60.8,5.0,5.0,5.0,3.0,3.0,3.0
2019-08-19 05:45:02,38.7,38.7,38.7,60.8,60.8,60.8,0.0,0.0,29.71,29.71,,60.8,60.8,60.8,60.8,60.8,60.8,6.0,6.0,6.0,3.0,3.0,3.0
2019-08-19 06:00:01,39.0,39.0,39.0,61.1,61.1,61.1,0.0,0.0,29.71,29.71,,61.1,61.1,61.1,61.1,61.1,61.1,7.0,7.0,7.0,3.0,3.0,3.0
2019-08-19 06:15:02,39.3,39.3,39.3,61.4,61.4,61.4,0.0,0.0,29.72,29.72,,61.4,61.4,61.4,61.4,61.4,61.4,6.0,6.0,6.0,3.0,3.0,3.0
2019-08-19 06:30:02,39.4,39.4,39.4,61.5,61.5,61.5,0.0,0.0,29.73,29.73,,61.5,61.5,61.5,61.5,61.5,61.5,5.0,5.0,5.0,2.0,2.0,2.0
2019-08-19 06:45:01,39.7,39.7,39.7,61.9,61.9,61.9,0.0,0.0,29.73,29.73,,61.9,61.9,61.9,61.9,61.9,61.9,7.0,7.0,7.0,3.0,3.0,3.0
2019-08-19 07:00:02,39.3,39.3,39.3,63.4,63.4,63.4,0.0,0.0,29.73,29.73,,63.4,63.4,63.4,63.4,63.4,63.4,6.0,6.0,6.0,3.0,3.0,3.0
2019-08-19 07:15:02,39.0,39.0,39.0,65.3,65.3,65.3,0.0,0.0,29.73,29.73,,65.3,65.3,65.3,65.3,65.3,65.3,7.0,7.0,7.0,3.0,3.0,3.0
2019-08-19 07:30:02,38.4,38.4,38.4,67.0,67.0,67.0,0.0,0.0,29.73,29.73,,67.0,67.0,67.0,67.0,67.0,67.0,7.0,7.0,7.0,3.0,3.0,3.0
2019-08-19 07:45:02,38.7,38.7,38.7,68.2,68.2,68.2,0.0,0.0,29.74,29.74,,68.2,68.2,68.2,68.2,68.2,68.2,7.0,7.0,7.0,4.0,4.0,4.0
2019-08-19 08:00:02,39.1,39.1,39.1,69.5,69.5,69.5,0.0,0.0,29.74,29.74,,69.5,69.5,69.5,69.5,69.5,69.5,7.0,7.0,7.0,4.0,4.0,4.0
2019-08-19 08:15:01,38.8,38.8,38.8,69.3,69.3,69.3,0.0,0.0,29.73,29.73,,71.0,71.0,71.0,71.0,71.0,71.0,9.0,9.0,9.0,3.0,3.0,3.0
2019-08-19 08:30:01,38.4,38.4,38.4,70.8,70.8,70.8,0.0,0.0,29.74,29.74,,72.5,72.5,72.5,72.5,72.5,72.5,7.0,7.0,7.0,3.0,3.0,3.0
2019-08-19 08:45:02,38.0,38.0,38.0,72.5,72.5,72.5,0.0,0.0,29.74,29.74,,74.1,74.1,74.1,74.1,74.1,74.1,7.0,7.0,7.0,3.0,3.0,3.0
2019-08-19 09:00:02,38.5,38.5,38.5,74.3,74.3,74.3,0.0,0.0,29.74,29.74,,75.8,75.8,75.8,75.8,75.8,75.8,7.0,7.0,7.0,4.0,4.0,4.0
2019-08-19 09:15:02,37.9,37.9,37.9,74.8,74.8,74.8,0.0,0.0,29.74,29.74,,76.3,76.3,76.3,76.3,76.3,76.3,8.0,8.0,8.0,3.0,3.0,3.0
2019-08-19 09:30:02,36.0,36.0,36.0,75.0,75.0,75.0,0.0,0.0,29.74,29.74,,76.6,76.6,76.6,76.6,76.6,76.6,6.0,6.0,6.0,2.0,2.0,2.0
